nombre_materia,codigo_materia,creditos_teoricos,creditos_practicos
Métodos Experimentales en Transferencia de Calor y Mecánica de Fluidos,FIMCP002378,0,0
MÉTODOS NUMÉRICOS (2005),ICM02188,4,0
MÉTOOS MATEMÁTICOS PARA ANIMACIÓN,EDCOM01263,4,0
MEZCLA Y MASTERIZACIÃN DE SONIDO,EDCOM001180,0,0
MICROBIOLOGIA,FIMP00299,2,2
MICROBIOLOGÍA,FIMP07831,3,0
MICROBIOLOGÍA,FIMP07831L,0,1
MICROBIOLOGIA-ACUACULTURA,FMAR01727,3,2
Microbiologia Aplicada,FIMCP002659,0,0
Microbiología Avanzada,FIMCP002485,0,0
MICROBIOLOGÍA DE ALIMENTOS I,PRTAL00828,3,0
MICROBIOLOGÍA DE ALIMENTOS I,PRTAL00828L,0,2
MICROBIOLOGÍA DE ALIMENTOS (IAL),FIMP06692L,0,2
MICROBIOLOGÍA DE ALIMENTOS (IAL),FIMP06692,3,0
MICROBIOLOGÍA DE ALIMENTOS II,PRTAL00844L,0,2
MICROBIOLOGÍA DE ALIMENTOS II,PRTAL00844,3,0
MICROBIOLOGÍA GENERAL (ING.ALIM.AGROP.ACUIC),FMAR03749,2,2
MICROBIOLOGÍA INDUSTRIAL,FMAR04861,6,0
MICROBIOLOGÍA MARINA,FMAR03897,3,1
MICROCOMPUTADORES (2006),PRTEL02089,2,0
MICROCOMPUTADORES I (1998),PRTEL00596,3,3
MICROCOMPUTADORES II (1998),PRTEL00620,2,3
MICROCONTROLADORES,FIEC05561,4,0
MICROCONTROLADORES (2006),PRTEL01818,2,0
MICROECONOMIA,ESPAE001503,0,0
MICROECONOMÍA,ICHE00893,4,0
MICROECONOMÍA,ESPAE002824,0,0
MICROECONOMÍA,ICHE001537,0,0
MICROECONOMÍA APLICADA,ICHE03186,4,0
MICROECONOMÍA I,ICHE01438,4,0
MICROECONOMÍA II,ICHE01487,4,0
MICROECONOMÍA III,ICHE04762,4,0
MICROONDAS Y SISTEMAS SATELITALES,PRTEL02949L,0,2
MICROONDAS Y SISTEMAS SATELITALES,PRTEL02949,2,2
MICROPROCESADORES,FIEC00760,4,0
MINERALOGÍA,FICT02717,2,2
MINERALOGIA OPTICA,FICT00653,2,3
MINERALOGÍA PARA GEÓLOGO,FICT04002,2,2
MINERALURGIA,FICT03590,3,2
Minería de Datos y CRM,EDCOM001016,0,0
MINERIA DE SUPERFICIE I,FICT02774,3,1
MINERÍA DE SUPERFICIE II,FICT02808,4,1
MINERIA SUBTERRANEA I,FICT02584,4,0
MINERÍA SUBTERRÁNEA II,FICT02444,4,0
MITIGACION DEL CAMBIO CLIMATICO,FIMCM000604,0,0
MODELADO Y ANIMACIÓN 3D,PRTCO02998,0,6
Modelaje Ambiental,FIMCM000950,0,0
MODELAJE AMBIENTAL,FMAR03152,4,0
MODELAJE DE LA CALIDAD DE AIRE,FIMP07534,3,0
Modelamiento de Materiales y Nanomateriales,FIMCP002857,0,0
MODELAMIENTO DE SISTEMAS,FIEC07013,4,0
MODELIZACIÓN Y GESTIÓN TRANSPORTE Y FLOTAS,ICM02477,4,0
MODELOS APLICADOS,FMAR02527,4,0
MODELOS AVANZADOS EN TRANSPORTE,ICM02543,4,0
Modelos de Negocio Electrónicos,EDCOM000943,0,0
MODELOS ECONOMETRICOS II,ICM000885,0,0
Modelos EstadÃ­sticos II,FCNM000091,0,0
Modelos Estadisticos I,FCNM000042,0,0
MOD:EXTENS.RURAL Y COOPERAT.,FIMP01164,2,2
MOD:TECNOL.CARNE Y LECHE,FIMP01156,2,2
MODULAC.ANALÓG. Y DIG.(SIST.MOD.TELEC.),PRTEL01016,2,1
MODULACIÓN ANALÓGICA Y DIGITAL,PRTEL01966,3,1
MODULO CINCO,CELEXM5,0,0
MODULO CUATRO,CELEXM4,0,0
MODULO DIEZ,CELEXM10,0,0
MODULO DOS,CELEXM2,0,0
MODULO NUEVE,CELEXM9,0,0
MODULO OCHO,CELEXM8,0,0
MODULO SEIS,CELEXM6,0,0
MODULO SIETE,CELEXM7,0,0
MODULO TRES,CELEXM3,0,0
MODULO UNO,CELEXM1,0,0
MOLDES Y MATRICES,PRTME01677,2,2
MOLDES Y MATRICES,PRTME01677L,0,2
MOLDES Y MATRICES II,PRTME01784L,0,2
MOLDES Y MATRICES II,PRTME01784,2,0
MONEDA Y BANCA,ICHE02576,4,0
MONITOREO BIÓTICO DE RÍOS,ICQ000166,0,0
MONTAJE E INSTALAC. A BORDO,FMAR00679,4,0
MONTAJE Y SISTEMAS DE PESCA,FMAR04523,4,0
MORFOFISIOLOGÍA,PRTAL01164,5,0
MOTORES DE COMBUSTIÓN INTERNA,PRTME01081,4,0
MOTORES DE COMBUSTIÓN INTERNA,FIMP01354,4,0
MOTORES Y TRACTORES,FIMP04093,0,3
MOTORES Y TRACTORES,FIMP01016,3,0
Movilidad Molecular del agua en Alimentos,FIMCP002576,0,0
MUESTREO,ICM01248,4,1
MUESTREO Y DISEÑO DE CUESTIONARIOS,ICM02196,4,0
MUESTREO Y SIMULACIÓN (AUDIT.),ICM01578,4,0
MULTIMEDIA,PRTCO02972,0,4
MÚSICA POPULAR CONTEMPORÁNEA,FMAR04135,1,2
NARRACIÓN AUDIOVISUAL,PRTCO02774,4,0
NAVEGACIÓN CELESTE,PRTP01636L,0,1
NAVEGACIÓN CELESTE,PRTP01636,2,1
NAVEGACION COSTERA,PRTP01248,3,2
NAVEGACION COSTERA,PRTP01248L,0,2
NEGOCIACION,ESPAE001834,0,0
NEGOCIACIÓN,ICHE04234,3,0
NEGOCIACIÓN,ESPAE001693,0,0
NEGOCIOS INTERNAC. (IC),ICHE02410,3,0
Normas de Calidad I,FCNM000026,0,0
NORM.CONTROL ASEG.CALIDAD,PRTP01354,0,0
Nuevas Tendencias en Enseñanza de la Gramática Ing,ICHE001446,0,0
NutracÃ©uticos y Alimentos Funcionales,FIMCP002543,0,0
NUTRIC. ANIMAL, PASTOS Y FORRAJES,FIMP06551,3,1
NUTRICIÓN,FMAR01826,3,1
NUTRICIÓN,PRTAL00950,4,0
NUTRICIÓN ANIMAL,FIMP07948,3,1
NUTRICIÓN HUMANA,PRTAL01172,5,0
NUTRICIÓN INFANTIL,PRTAL01263,5,0
NUTRICIÓN VEGETAL,FIMP07963,3,0
NUTRICIÓN VEGETAL,FIMP07963L,0,1
NUTRICIÓN Y REPRODUCCIÓN ANIMAL,FIMP08573,1,2
OBRAS HIDRÁULICAS,FICT03418,2,2
OBRAS SUBTERRANEAS,FICT02311,2,2
OCEANOGRAFÍA BIOLÓGICA,FMAR00299,4,0
OCEANOGRAFIA COSTERA,FMAR02642,4,0
OCEANOGRAFIA DE LA REGION ECUATORIAL,FMAR01222,4,0
OCEANOGRAFIA DESCRIPTIVA,FMAR00265,4,0
OCEANOGRAFIA FISICA,FMAR00257,3,0
OCEANOGRAFIA FISICA(1997),FMAR02568,5,0
OCEANOGRAFIA PESQUERA,FMAR02626,4,0
OCEANOGRAFIA QUIMICA,FMAR01404,3,1
OCEANOGRAPHIC INFORMATION ANALYSIS,FMAR04473,2,2
Oferta Turística,FIMCM000794,0,0
OLEOHIDRAULICA,FIMP02634,3,0
OLEOHID. Y NEUMATICA,PRTME00778,2,2
ONDAS ELECTROMAGNÉT.(SIST.MOD.TELEC.),PRTEL01040,2,1
ONDAS MARINAS(1997),FMAR02550,4,0
OPERAC.CENTR.COMP.(C),FIEC03368,4,0
OPERACIÓN DE SISTEMAS DE POTENCIA,FIEC05934,4,0
OPERACIÓN DE TURISMO RECEPTIVO E INTERNO,FMAR04283,4,1
OPERACIÓN ECONÓM.DE SIST. POTENCIA(CP),FIEC00786,4,0
OPERACIONES UNITARIAS,FICT02410,3,2
OPERACIONES UNITARIAS I,ICQ01115,4,0
OPERACIONES UNITARIAS II,ICQ01131,4,0
OPERACIONES UNITARIAS II,FIMP06304,3,1
OPERACIONES UNITARIAS I (IAL),FIMP05835,3,1
OPERACIONES UNITARIAS III,FIMP06320,3,1
OPERACIONES UNITARIAS IV,FIMP06593,3,1
OPERACIÓN TURÍSTICA,FMAR03707,4,1
OPERACIÓN Y MANTENIMIENTO DE MOTORES MARINOS,PRTP01602L,0,1
OPERACIÓN Y MANTENIMIENTO DE MOTORES MARINOS,PRTP01602,2,0
OPERADOR LOGÍSTICO,ICM02568,4,0
Optimizacion Combinatoria,FCNM000216,0,0
OPTIMIZACIÓN, COMBINATORIA Y GRAFOS,ICM02519,5,0
OPTIMIZACION DE OPERACIONES,FIEC05280,4,0
OPTIMIZACIÓN DE PROCESOS,FIMP06288,4,0
ORDENAM. Y MANEJO RECURSOS COSTEROS,FMAR04028,3,1
OrganizaciÃ³n Industrial,ICHE002212,0,0
ORGANIZACIÓN DE COMPUTADORES 95/2,PRTCO01032,4,0
ORGANIZACION INDUSTRIAL,ICHE001123,0,0
ORGANIZACIÓN INDUSTRIAL  (LGEI),ICHE03442,4,0
ORGANIZACIÓN Y ARQUITECTURA DE COMPUTADORES,FIEC03319,4,0
ORGANIZACION Y METODOS,ICHE02519,4,0
ORGANIZACIÓN Y MÉTODOS,FMAR02915,4,0
ORGANIZACIÓN Y MÉTODOS (IIT95),FIEC04812,4,0
ORGANIZ.METODOS(TN),PRTCO02113,10,0
ORGANZ.COMPUTAD.(TF),PRTCO01784,4,0
ORG.Y OPERACION DE FLOTAS,PRTP00984,3,0
ORGZ.ESTRUCT.EMP.(PROTEP),ICHE01347,3,0
ORNITOLOGÍA,MEDG1001,3,1
PALEONTOLOGIA,FICT00695,2,2
PARADIGMA ORIENT.OBJ.(IEC),FIEC04374,4,0
PASTOS Y FORRAJES,FIMP01115,2,2
PASTOS Y FORRAJES (ING. AGROP.),FIMP08045,2,1
PATOLOGÍA,FMAR02584,3,1
PATRIMONIO CULTURAL HISTÓRICO,FMAR04184,4,0
PATRIMONIO CULTURAL I,FMAR03483,4,0
PATRIMONIO CULTURAL II,FMAR03517,4,0
PATRIMONIO CULTURAL PREHISPÁNICO,FMAR04150,4,1
PAVIMENTOS,FICT02246,5,0
PERFILAJE,FICT02071,3,0
PERFORACIÓN,FICT01818,3,0
PERFORACIÓN DIRECCIONAL,FICT03681,4,0
PERFORACIONES Y VOLADURAS,FICT02402,4,0
PERFO. Y COMP. DE POZOS DE AGUA,FICT02519,4,0
PERIODISMO CIENTÍFICO,EDCOM00588,4,0
PERIODISMO COMUNITARIO,EDCOM00596,4,0
PERIODISMO DE INVESTIGACIÓN,EDCOM00620,4,0
PERIODISMO DE OPINIÓN,EDCOM00554,4,0
PERIODISMO GRÁFICO,EDCOM00638,4,0
PERIODISMO RADIAL,EDCOM00547,4,0
Personal Branding,EDCOM001396,0,0
PERSPECTIVAS DE SOFTWARE LIBRE,FIEC001883,0,0
PETROGRAFIA,FICT01115,4,1
PETRÓLEO Y MEDIO AMBIENTE,FICT03327,4,0
PETROLOGIA IGNEA Y METAMORFICA,FICT00802,2,3
PETROLOGIA SEDIMENTARIA,FICT00794,2,3
PIM:ANALISIS DE VIBRACIONES,FIMP04481,3,0
PIM:DISENO ASIST.COMPUTAD.,FIMP04002,2,1
PIROMETALURGIA,FICT02485,3,2
PLACTONOLOGÍA,FMAR02121,3,0
Plan de marketing de destinos turísticos,FIMCM000893,0,0
PLANEACIÓN ALIMENTARIA,PRTAL01206,3,0
PLANEACIÓN ALIMENTARIA,PRTAL01206L,0,1
PLANEACIÓN DEL TURISMO URBANO,FMAR04325,4,0
PLANEACIÓN ESTRATÉGICA,FIEC06031,4,0
PLANEACIÓN Y CONTROL (PRTMEC 2006),PRTME01255,2,0
PLANEAC.RECURSOS MANUFACTURAS(IAPI),FIMP07005,3,0
PLANEAMIENTO ALIMENTARIO  Y NUTRICIÓN,FIMP06569,3,0
PLAN.EJECUC.PROY.TELECOM.(SIST.MOD.TELEC,PRTEL00893,3,0
Planes Contingencia,FIEC002105,0,0
PLANES DE NEGOCIOS 1,ESPAE001677,0,0
PLANES DE NEGOCIOS 2,ESPAE001685,0,0
PLANIF.ESTRAT.TECN.INFORMACIÓN,ICHE02824,3,0
PLANIFICACIÓN DE LA CADENA DE SUMINISTRO,FIMP08136,4,0
PLANIFICACIÓN DE SISTEMAS ELÉCTRICOS,FIEC03483,4,0
PLANIFICACIÓN TERRITORIAL,FMAR02840,4,1
PLANIFICACION Y COMERCIALIZACION,FMAR01917,4,0
PLANIFICACION Y CONTROL,PRTME00661,4,0
PLANIFICACIÓN Y CONTROL DE LA PRODUCCIÓN,FIMP08151,4,0
PLANIFICACIÓN Y DISEÑO DE REDES DE TELECOMUNICACIO,FIEC000828,0,0
PLANIFICACIÓN Y ECONOMÍA MINERAL,FICT03525,4,0
PLANIF.ORG.Y ADM.TALLERES,PRTME01099,3,0
PLANIF. TURÍSTICA Y TERRITORIAL,FMAR03491,4,0
PLAN.IMPL.Y MANT.INFRAEST.RED ACTIVE DIRECTORY,FIEC06254,1,2
PLAN Y CONTROL DE PROYECTOS(IIT95),FIEC04838,4,0
PLAN.Y MANTEN.DE ESTR.REDES WINDOWS,FIEC06239,1,2
POLIMEROS Y MAT. COMPUESTOS,FIMP06957,3,0
POLIT.ECON.Y TEOR.BIENESTAR,ICHE01636,4,0
POLITICA EMPRESARIAL,ICHE02600,4,0
POLÍTICAS PÚBLICAS SECTORIALES,ICHE001644,0,0
PORTAFOLIO,EDCOM00174,4,0
Portafolio de investigaciÃ³n II,FCV000133,0,0
Portafolio de investigación  I,FCV000117,0,0
POSTCOSECHA,FIMP06205,3,1
PRACTICAS DE CAMPO I(1991),FIMP00893,0,12
PRACTICAS DE CAMPO II(1991),FIMP00828,0,12
PRACTICAS DE CAMPO III,FIMP00752,0,10
PRACTICAS DE CAMPO IV,FIMP00760,0,15
PRACTICAS DE CAMPO V,FIMP00778,0,12
PRÁCTICAS ELECTROMECÁNICAS,FIMP04333,0,3
PRACT.REACONDICIONAM.,FICT03103,1,3
PRE - CÁLCULO,ICM02972,5,0
PREDICCIÓN Y PRONÓSTICOS (2005),ICM02345,4,0
PRE - FÍSICA,ICF01180,4,0
PREPARAC.EVALUAC.PROYECTOS(INR),FMAR03327,4,0
PREPARACIÓN MECÁNICA,FICT03566,3,2
PREPARACIÓN Y CULTURA FÍSICA,PRTAL01107L,0,2
PREPARACIÓN Y CULTURA FÍSICA,PRTAL01107,1,0
PREP.PROG.EVAL.PROY.,ICHE00901,4,0
PRE-PRENSA,PRTCO02980,1,3
PRESENCIA MENTAL,ICHE04960,0,1
PRESUPUESTOS,ICHE01933,3,0
PREVENC.CONTAMIN.,PRTP01370,2,1
PRINCIPIOS DE ANIMACIÓN,PRTCO02311,4,0
PRINCIPIOS DE CONTABILIDAD (TURISMO),ICHE03137,4,0
PRINCIPIOS DE ECOTOXICOLOGÍA,FMAR05272,3,1
Principios de Lenguajes de Programación,FIEC002170,0,0
PRINC.PROG.LOGICA(TN),PRTCO02022,0,0
PROBABILIDADES Y PROCESOS ESTOCÁSTICOS,FIEC03236,4,0
PROB.ESP.ING.COMP(C),FIEC03392,2,2
PROB.ESP.ING.ELECT.(C),FIEC03301,4,0
PROBLEMAS ESPECIALES DE INGENIERÍA EN TELECOMUNICACIONES,FIEC06015,4,0
PROBLEMAS TECNOLÓGICOS I,PRTEL01669,4,0
PROBLEMAS TECNOLÓGICOS II,PRTEL01693,4,0
PROBLEMAS TECNOLÓGICOS III,PRTEL01719,4,0
PROCEDIMIENTO Y SEGURIDAD,FMAR04598,3,0
PROCEDIM.OFICINA(TJ),PRTCO01891,4,0
PROCESAMIENTO ACUSTICO DE LA VOZ,EDCOM001172,0,0
PROCESAMIENTO DE ALIMENTOS I,FIMP06353,1,3
PROCESAMIENTO DE ALIMENTOS II,FIMP06361,1,3
PROCESAMIENTO DE ALIMENTOS III,FIMP06601,1,3
PROCESAMIENTO DE AUDIO Y VIDEO,FIEC05413,4,0
PROCESAMIENTO DE CARNES,FIMP08474,1,0
PROCESAMIENTO DE CARNES,FIMP08474L,0,3
PROCESAMIENTO DE CERAMICOS,FIMP06684,3,0
PROCESAMIENTO DE INFORMACIÓN OCEANOGRÁFICA POR IMÁGENES SATELITALES,FMAR05140,4,0
PROCESAMIENTO DE LECHE Y CEREALES,FIMP08466,1,0
PROCESAMIENTO DE LECHE Y CEREALES,FIMP08466L,0,3
PROCESAMIENTO DE VEGETALES,FIMP08458L,0,3
PROCESAMIENTO DE VEGETALES,FIMP08458,1,0
PROCESAMIENTO DIGITAL DE IMÁGENES,FIEC05439,4,0
PROCESAM. POLÍMEROS Y COMPUESTOS,FIMP07435,3,0
PROCESO HISTÓRICO DE LA COMUNICACIÓN,EDCOM00380,4,0
PROCESOS AGROINDUSTRIALES,FIMP08680,0,4
Procesos Convencionales de Conservación,FIMCP002535,0,0
PROCESOS DE FABRICACIÓN,PRTEL02709,2,0
PROCESOS DE FABRICACIÓN,PRTEL02709L,0,2
PROCESOS DE MANUFACTURA,FIMP03707,3,0
PROCESOS DE MANUFACTURA,FIMP03707L,0,1
PROCESOS DE MANUFACTURA I,PRTME00455L,0,4
PROCESOS DE MANUFACTURA I-,PRTME00455,0,0
PROCESOS DE MANUFACTURA II,PRTME00513,2,0
PROCESOS DE MANUFACTURA III,PRTME00570,2,4
PROCESOS DE MANUFACTURA III,PRTME00570L,0,4
PROCESOS DE MANUFACTURA IV,PRTME00638,2,5
PROCESOS DE MECANIZACION,FIMP06122,2,0
PROCESOS DE MECANIZACION,FIMP06122L,0,2
PROCESOS EN PLANTA I,PRTP01552,3,0
PROCESOS EN PLANTA I,PRTP01552L,0,2
PROCESOS EN PLANTA II,PRTP01586,3,2
PROCESOS EN PLANTA II,PRTP01586L,0,2
PROCESOS ESPECIALES DE TRANSFORMACIÓN,PRTME01719,4,0
PROCESOS ESTOCÁSTICOS,ICM01420,4,0
PROCESOS ESTUARINOS,FMAR02634,4,0
PROCESOS I,PRTAL00547,4,0
PROCESOS I (2006),PRTAL01123,5,0
PROCESOS II,PRTAL00612,4,0
PROCESOS II (2006),PRTAL01131,5,0
PROCESOS III,PRTAL00679,4,0
PROCESOS INDUSTRIALES,FIMP05389,3,0
PROCESOS PLANTAS,PRTP01362,3,2
PROCESOS SIDERURGICOS,FIMP02659,2,1
PROD.ANIMALES MAYORES,FIMP01040,3,0
PROD.PECUARIA III (IP),FIMP05017,3,1
PROD.PECUARIA II (IP),FIMP04952,3,2
PRODUC.AGROP.TROPICAL(IP),FIMP04572,3,1
PRODUCC.ACUÍCOLA II,FMAR03426,1,5
PRODUCC.DE CRUSTACEOS,FMAR03103,1,5
ProducciÃ³n mas limpia, beneficios y estrategias,FIMCP003210,0,0
PRODUCCION,FIMP04127,0,4
PRODUCCION ACUICOLA I,FMAR02675,3,0
PRODUCCION ANIMALES MENORES,FIMP01024,3,0
PRODUCCIÓN ANIMAL I,FIMP08615,0,4
PRODUCCIÓN ANIMAL II,FIMP08664,0,4
PRODUCCIÓN AUDIOVISUAL,PRTCO02741,4,0
PRODUCCIÓN DE BUQUES,FMAR04804,3,0
PRODUCCIÓN DE CRUSTÁCEOS I,FMAR04648,3,2
PRODUCCIÓN DE CRUSTÁCEOS II,FMAR04655,3,2
PRODUCCIÓN EDITORIAL,EDCOM01420,4,0
PRODUCCIÓN ESBELTA,FIMP07138,3,0
PRODUCCIÓN I,FICT01453,4,0
PRODUCCIÓN I (1997),FIMP04374,4,0
PRODUCCIÓN II,FICT01503,4,0
PRODUCCIÓN II (1997),FIMP04408,4,0
PRODUCCIÓN III,FICT02147,4,0
Producción mas limpia, beneficios y estrategias,FIMCP002303,0,0
PRODUCCION PECUARIA I (IP),FIMP04762,3,2
PRODUCTIVIDAD INDUSTRIAL,PRTME00612,4,0
PRODUCTIV.Y DIREC.ESTRATEG.,ICHE01719,3,0
Productos Naturales a partir de Plantas,FIMCP002683,0,0
PRODUC. Y OPERAC. AMB.SUSTENTABLE(MECÁN.,FIMP07021,2,1
PROG.APLIC.COMPUT.(TPA),PRTCO01198,3,4
PROG.APLIC. II (INR),FMAR03210,4,0
PROG. AVANZADA ORIENTADA A OBJETOS,PRTCO03061,1,3
PROG.BAJO WINDOWS(TF),PRTCO01792,0,0
PROG.BASES DATOS(TF),PRTCO01800,0,4
PROG.FINANCIERA(TF),PRTCO01826,0,0
PROGRAMAC.CIENTIF.(TF),PRTCO01776,0,0
PROGRAMAC.COMERCIAL(TF),PRTCO01727,0,4
PROGRAMAC.EN HOST,PRTCO01255,2,2
PROGRAMACIÓN  APLICADA,PRTCO03079,0,4
PROGRAMACIÓN APLICADA AL DISEÑO,EDCOM00018,6,0
PROGRAMACIÓN APLICADA  I (INR),FMAR03335,3,2
PROGRAMACIÓN BÁSICA,ICHE02964,3,0
PROGRAMACIÓN DE OBRAS,FICT03285,2,2
PROGRAMACIÓN DE SISTEMAS TELEMÁTICOS I,FIEC05785,4,0
PROGRAMACIÓN DE SISTEMAS TELEMÁTICOS II,FIEC05793,4,0
PROGRAMACIÓN DE SITIOS WEB,PRTCO03046,1,3
PROGRAMACION ESTRUCTURADA,ICM000695,0,0
PROGRAMACIÓN ORIENTADA A OBJETOS,FIEC04622,4,0
PROGRAMACIÓN ORIENTADA A OBJETOS,PRTEL01578,3,1
PROGRAMACIÓN SCRIPT,EDCOM01271,1,3
PROGRAMACIÓN VISUAL,PRTCO03087,1,3
PROGRAMAC.MATEMATICAS(TF),PRTCO01719,0,0
PROGRAMAS DE OFICINA,PRTCO03285,0,4
PROGRAMAS UTILITARIOS I,FIEC05231,0,4
PROGRAMAS UTILITARIOS II,FIEC05256,0,4
PROGR.AVANZADA(TN),PRTCO02089,10,0
Promoción y publicidad de destinos turísticos,FIMCM000901,0,0
Promoción y publicidad de servicios turísticos,FIMCM000851,0,0
PRONÓSTICO SATELITAL PARA PRODUCC. AGRÍC,FIMP07419,3,1
PROPAGACIÓN (2004)TA,FIMP07229,2,2
PROPAGACIÓN (CE),FIEC00729,4,0
PROPAGACIÓN DE PLANTAS,FIMP08565,0,4
PROPIEDADES DE HIDROCARBUROS Y COMPORTAMIENTO DE FASES,FICT03061,3,0
Propiedades Fisicoquímicas,FIMCP002501,0,0
Propiedades MecÃ¡nicas de los Materailes,FIMCP002816,0,0
PROPIEDAD INTELECTUAL Y PROTOCOLOS DE NEGOCIACIÓN,EDCOM001271,0,0
Propuesta investigación,FCV000125,0,0
PROSPECCIÓN GEOFÍSICA AVANZADA,FICT03871,5,0
PROSPECCIÓN MINERA,FICT00406,2,2
PROTECCIÓN DE CULTIVOS EN INVERNADEROS,FIMP06817,3,1
PROTECCIÓN DE LOS ALIMENTOS,PRTAL01305,3,0
PROTECCIÓN DE LOS SISTEMAS DE POTENCIA,FIEC000406,0,0
PROTECCIÓN DE METALES,FIMP02592,2,1
PROTECCIÓN E HIGIENE MINERA,FICT03533,3,1
PROTECCIONES ELECTRICA (1998),PRTEL00695,2,2
PROTECCIONES ELÉCTRICAS,FIEC01693,4,0
PROTOCOLOS DE TRANSMIS.(SIST.MOD.TELEC.),PRTEL00968,3,1
PROYECTO APLICADO,ICHE04697,4,0
PROYECTO BUQUE II (INR),FMAR03319,4,0
PROYECTO BUQUE I (INR(,FMAR03277,4,0
Proyecto de Tesis,FIMCM000935,0,0
PROYECTO II (SIST.MOD.DIS.GRÁF.),PRTCO02352,0,0
PROYECTOS DE MICROEMPRESAS,FMAR03715,4,0
PROYECTOS DE TELEVISIÓN,FIEC06973,4,0
PROYECTOS GEOMINEROS,FICT03640,4,0
PROYECTOS I (SIST.MOD.DIS.GRÁF.),PRTCO02279,0,0
PROYECTO SISTEMA PROPULSOR,FMAR00919,3,0
PROYECTO (SIST. TELECOMUNICAC.),PRTEL01636,0,3
PROYECTOS Y MERCADEO,PRTAL00851,4,0
PROYECTO(TO),PRTEL00729,1,3
PROY. TECNOLOG.,PRTME00810,0,3
PRUEBAS DE POZOS,FICT01966,4,0
PSICOLOGÍA DE LA COMUNICACIÓN,EDCOM00448,4,0
PSICOLOGÍA DEL COLOR,PRTCO02162,4,0
PSICOLOGIA(IC),ICHE02253,3,0
PSICOLOGÍA INDUSTRIAL,FIMP05447,3,0
PSICOLOGÍA Y NUTRICIÓN,PRTAL01255,3,0
PsicosociologÃ­a,FIMCP003178,0,0
PSICOSOCIOLOGIA,FIMCP002212,0,0
PSICOSOCIOLOGÍA DEL TURISMO,FMAR03566,3,0
PUBLICIDAD,ICHE04614,4,0
PUBLICIDAD,PRTCO02345,4,0
PUBLICIDAD Y COMUNICACION,ICHE02170,3,0
PUEBLOS E HISTORIA INDÍGENA DEL ECUADOR,ESPOL00067,3,1
PUENTES,FICT03038,2,2
QOS & MULTICASTING,FIEC06312,4,0
QUÍMICA,ICQ00356,3,0
QUÍMICA ALIMENTARIA (IAL),FIMP06734,3,0
QUÍMICA ALIMENTARIA (IAL),FIMP06734L,0,1
QUÍMICA AMBIENTAL (INQ 2005),ICQ00703,4,2
QUIMICA ANALIT.E INSTRUM.(IAL)ALIM.MODUL,ICQ00331,3,2
QUIMICA ANALITICA,ICQ00216L,0,1
QUÍMICA ANALÍTICA,ICQ00216,3,0
QUIMICA APLICADA,PRTAL00919,4,0
QUÍMICA APLICADA,PRTAL00919L,0,3
QUIMICA APLICADA(1991),FIMP00885,3,1
Química  Avanzada de los Alimentos,FIMCP002493,0,0
Química Avanzada de Materiales,FIMCP002840,0,0
QUÍMICA DE  ALIMENTOS,PRTAL00521L,0,2
QUÍMICA DE  ALIMENTOS,PRTAL00521,3,0
QUÍMICA DE POLÍMEROS (INQ 2005),ICQ00778,4,0
QUÍMICA GENERAL,ICQ00570,3,0
QUÍMICA GENERAL,QUIG1001,3,0
QUÍMICA GENERAL,QUIG1001L,0,1
QUIMICA GENERAL I (B),ICQ00018,3,0
QUÍMICA GENERAL II (B),ICQ00026,3,0
QUÍMICA GENERAL I (IQ),ICQ00927,4,2
QUÍMICA GENERAL I (IQ),ICQ00927L,0,1
QUIMICA I (ACUIC.),ICQ00315,4,1
QUÍMICA INORGÁNICA (INQ 2005),ICQ00794,4,0
QUÍMICA ORGÁNICA,ICQ00141,4,0
QUÍMICA ORGÁNICA II,ICQ01040,4,0
QUÍMICA PARA TECNOLOGÍA PETROLERA,ICQ01164,2,2
QUÍMICA Y REFINACIÓN DEL PETRÓLEO Y GAS,ICQ01065,4,2
RADIO Y AUDIO (1998),PRTEL00588,4,4
READING FOR ESPECIFIC PURPOSES,PRTCO03327,4,0
REALIDAD VIRTUAL,FIEC05496,4,0
REALIZACIÓN AUDIOVISUAL,EDCOM00570,0,6
REALIZACIÓN DE CONTENIDOS AUDIOVISUALES PARA TELEVISIÓN,EDCOM01487,1,3
RECICLAJE DE PLÁSTICOS,PRTME01750L,0,2
RECICLAJE DE PLÁSTICOS,PRTME01750,2,2
RECUBRIMIENTOS Y SOLVENTES (INQ 2005),ICQ00752,4,0
RECUPERACION MEJORADA,FICT02386,0,0
RECUPERACION SECUNDARIA,FICT01487,4,0
RECURSOS ECUATORIANOS(IAL),FIMP05066,3,0
RECURSOS HUMANOS,FMAR02444,3,0
RECURSOS HUMANOS (PROTEP),ICHE01321,3,1
RECURSOS NATURALES (2005),FIMP08060,3,0
RECURSOS PESQUEROS I,FMAR03988,2,1
RECURSOS PESQUEROS II,FMAR04044,2,1
Redacción Académica y de Investigación,ICHE001354,0,0
REDACCIÓN COMERCIAL I,PRTCO03301,4,0
REDACCIÓN COMERCIAL II,PRTCO03319,4,0
REDACCION COMERCIAL(TJ),PRTCO02139,0,0
REDACCIÓN CREATIVA,PRTCO03269,3,0
REDES AVANZADAS,PRTEL02063,2,0
REDES COMPUT.(IIT95),FIEC04820,4,0
REDES DE BANDA ANCHA,FIEC000778,0,0
REDES DE COMPUTAD. I (FC),FIEC03079,4,0
